"id","codimuni","nommuni","areaofi","areapol","codicomar","codiprov","validde","dataalta","habitants","altitud","nomcomar"
73,"080734","Cornellà de Llobregat",NULL,"6.9871","11","08",NULL,"201707262100",84289,27,"Baix Llobregat"
74,"080749","Cubelles",NULL,"13.5442","17","08",NULL,"201707262100",11835,12,"Garraf"
75,"080752","Dosrius",NULL,"40.6325","21","08",NULL,"201707262100",4469,147,"Maresme"
76,"080765","Esparreguera","27.3013","27.3013","11","08","20160505","201707262100",21145,187,"Baix Llobregat"
77,"080771","Esplugues de Llobregat",NULL,"4.4987","11","08",NULL,"201707262100",46808,110,"Baix Llobregat"
78,"080787","l'Espunyola",NULL,"35.684","14","08",NULL,"201801011500",272,803,"Berguedà"
79,"080790","l'Estany","10.2438","10.2438","42","08","20160505","201707262100",383,870,"Moianès"
80,"080804","Fígols","29.3929","29.3929","14","08","20170726","201707262100",42,1154,"Berguedà"
81,"080811","Fogars de Montclús",NULL,"40.164","41","08",NULL,"201707262100",437,386,"Vallès Oriental"
82,"080826","Fogars de la Selva",NULL,"32.171","34","08",NULL,"201707262100",1338,45,"Selva"
83,"080832","Folgueroles",NULL,"10.9463","24","08",NULL,"201707262100",1983,552,"Osona"
84,"080847","Fonollosa","52.4796","52.4796","07","08","20170726","201707262100",1280,525,"Bages"
85,"080850","Font-rubí",NULL,"37.134","03","08",NULL,"201707262100",1394,319,"Alt Penedès"
86,"080863","les Franqueses del Vallès",NULL,"29.3467","41","08",NULL,"201801011500",15817,181,"Vallès Oriental"
87,"080879","Gallifa",NULL,"16.1955","40","08",NULL,"201801011500",216,502,"Vallès Occidental"
88,"080885","la Garriga",NULL,"19.0706","41","08",NULL,"201801011500",13942,252,"Vallès Oriental"
89,"080898","Gavà",NULL,"30.6571","11","08",NULL,"201707262100",44531,9,"Baix Llobregat"
90,"080902","Gaià","39.3429","39.3429","07","08","20170726","201707262100",154,481,"Bages"
91,"080919","Gelida",NULL,"26.7152","03","08",NULL,"201707262100",5976,196,"Alt Penedès"
92,"080924","Gironella",NULL,"6.8654","14","08",NULL,"201707262100",4786,469,"Berguedà"
93,"080930","Gisclareny",NULL,"36.6804","14","08",NULL,"201707262100",33,1340,"Berguedà"
94,"080945","la Granada",NULL,"6.4531","03","08",NULL,"201707262100",1754,272,"Alt Penedès"
95,"080958","Granera",NULL,"23.7058","42","08",NULL,"201801011500",75,782,"Moianès"
96,"080961","Granollers",NULL,"14.9722","41","08",NULL,"201707262100",58940,145,"Vallès Oriental"
97,"080977","Gualba",NULL,"23.0711","41","08",NULL,"201707262100",1048,177,"Vallès Oriental"
98,"080983","Sant Salvador de Guardiola","37.0937","37.0937","07","08","20160505","201707262100",2863,334,"Bages"
99,"080996","Guardiola de Berguedà",NULL,"61.757","14","08",NULL,"201707262100",931,720,"Berguedà"
100,"081000","Gurb",NULL,"51.1291","24","08",NULL,"201707262100",2296,516,"Osona"
101,"081017","l'Hospitalet de Llobregat",NULL,"12.5418","13","08",NULL,"201707262100",248150,8,"Barcelonès"
102,"081022","Igualada","8.1999","8.1999","06","08","20150128","201707262100",36817,313,"Anoia"
103,"081038","Jorba","31.0492","31.0492","06","08","20150128","201707262100",714,380,"Anoia"
104,"081043","la Llacuna",NULL,"52.3546","06","08",NULL,"201707262100",860,615,"Anoia"
105,"081056","la Llagosta",NULL,"3.0197","41","08",NULL,"201707262100",13674,45,"Vallès Oriental"
106,"081069","Llinars del Vallès",NULL,"27.7234","41","08",NULL,"201707262100",8425,198,"Vallès Oriental"
107,"081075","Lliçà d'Amunt",NULL,"22.3298","41","08",NULL,"201707262100",12938,145,"Vallès Oriental"
108,"081081","Lliçà de Vall",NULL,"10.7775","41","08",NULL,"201707262100",6033,125,"Vallès Oriental"
109,"081094","Lluçà",NULL,"53.3565","24","08",NULL,"201801011500",253,745,"Osona"
110,"081108","Malgrat de Mar",NULL,"8.7525","21","08",NULL,"201801011500",17531,4,"Maresme"
111,"081115","Malla",NULL,"10.9619","24","08",NULL,"201707262100",257,580,"Osona"
112,"081120","Manlleu",NULL,"17.2339","24","08",NULL,"201707262100",19979,461,"Osona"
113,"081136","Manresa","41.6388","41.6388","07","08","20170726","201707262100",71772,238,"Bages"
114,"081141","Martorell",NULL,"12.7667","11","08",NULL,"201801011500",26170,56,"Baix Llobregat"
115,"081154","Martorelles",NULL,"3.6217","41","08",NULL,"201707262100",4938,96,"Vallès Oriental"
116,"081167","les Masies de Roda",NULL,"16.1325","24","08",NULL,"201707262100",742,468,"Osona"
117,"081173","les Masies de Voltregà",NULL,"22.1355","24","08",NULL,"201707262100",3125,533,"Osona"
118,"081189","el Masnou",NULL,"3.4798","21","08",NULL,"201707262100",21833,27,"Maresme"
119,"081192","Masquefa","17.14","17.14","06","08","20101117","201707262100",7414,257,"Anoia"
120,"081206","Matadepera",NULL,"25.2727","40","08",NULL,"201801011500",8169,423,"Vallès Occidental"
121,"081213","Mataró",NULL,"22.4226","21","08",NULL,"201707262100",118748,28,"Maresme"
122,"081228","Mediona",NULL,"47.9697","03","08",NULL,"201707262100",2083,430,"Alt Penedès"
123,"081234","Molins de Rei",NULL,"15.7255","11","08",NULL,"201801011500",23374,37,"Baix Llobregat"
124,"081249","Mollet del Vallès",NULL,"10.8463","41","08",NULL,"201707262100",51713,65,"Vallès Oriental"
125,"081252","Montcada i Reixac",NULL,"23.5455","40","08",NULL,"201707262100",32153,36,"Vallès Occidental"
126,"081265","Montgat",NULL,"2.8728","21","08",NULL,"201707262100",9427,20,"Maresme"
127,"081271","Monistrol de Montserrat","11.9055","11.9055","07","08","20141022","201707262100",2840,161,"Bages"
128,"081287","Monistrol de Calders",NULL,"21.9776","42","08",NULL,"201801011500",691,447,"Moianès"
129,"081290","Muntanyola","40.4734","40.4734","24","08","20150730","201707262100",464,807,"Osona"
130,"081304","Montclar",NULL,"21.9061","14","08",NULL,"201707262100",116,728,"Berguedà"
131,"081311","Montesquiu","4.8438","4.8438","24","08","20150429","201707262100",875,577,"Osona"
132,"081326","Montmajor",NULL,"76.358","14","08",NULL,"201707262100",463,756,"Berguedà"
133,"081332","Montmaneu",NULL,"13.5235","06","08",NULL,"201707262100",201,709,"Anoia"
134,"081347","Figaró-Montmany",NULL,"14.7892","41","08",NULL,"201707262100",1019,330,"Vallès Oriental"
135,"081350","Montmeló",NULL,"3.9113","41","08",NULL,"201707262100",8921,72,"Vallès Oriental"
136,"081363","Montornès del Vallès",NULL,"10.2781","41","08",NULL,"201707262100",14516,116,"Vallès Oriental"
137,"081379","Montseny",NULL,"26.6302","41","08",NULL,"201707262100",299,528,"Vallès Oriental"
138,"081385","Moià","75.5357","75.5357","42","08","20170726","201707262100",5399,717,"Moianès"
139,"081398","Mura",NULL,"47.8808","07","08",NULL,"201801011500",233,454,"Bages"
140,"081402","Navarcles","5.5145","5.5145","07","08","20170726","201707262100",5723,269,"Bages"
141,"081419","Navàs",NULL,"80.625","07","08",NULL,"201707262100",5810,370,"Bages"
142,"081424","la Nou de Berguedà",NULL,"25.0981","14","08",NULL,"201801011500",162,876,"Berguedà"
143,"081430","Òdena","52.0926","52.0926","06","08","20150128","201707262100",3100,421,"Anoia"
144,"081445","Olvan",NULL,"35.6447","14","08",NULL,"201707262100",922,553,"Berguedà"
145,"081458","Olèrdola",NULL,"29.9766","03","08",NULL,"201707262100",3084,189,"Alt Penedès"
146,"081461","Olesa de Bonesvalls",NULL,"30.9932","03","08",NULL,"201707262100",1506,265,"Alt Penedès"
147,"081477","Olesa de Montserrat","16.6260","16.626","11","08","20171213","201801011500",21714,124,"Baix Llobregat"
148,"081483","Olivella",NULL,"38.7788","17","08",NULL,"201801011500",2515,211,"Garraf"
149,"081496","Olost",NULL,"29","24","08",NULL,"201707262100",1187,572,"Osona"
150,"081509","Orís","27.0215","27.0215","24","08","20131016","201707262100",284,576,"Osona"
151,"081516","Oristà",NULL,"68.6336","24","08",NULL,"201707262100",593,468,"Osona"
152,"081521","Orpí","15.3009","15.3009","06","08","20170726","201707262100",190,375,"Anoia"
153,"081537","Òrrius",NULL,"5.5704","21","08",NULL,"201707262100",295,259,"Maresme"
154,"081542","Pacs del Penedès",NULL,"6.111","03","08",NULL,"201707262100",787,201,"Alt Penedès"
155,"081555","Palafolls",NULL,"16.5042","21","08",NULL,"201801011500",7583,16,"Maresme"
156,"081568","Palau-solità i Plegamans",NULL,"14.9053","40","08",NULL,"201707262100",13310,130,"Vallès Occidental"
157,"081574","Pallejà",NULL,"8.4283","11","08",NULL,"201801011500",10535,41,"Baix Llobregat"
158,"081580","el Papiol","8.8475","8.8475","11","08","20141022","201707262100",3733,135,"Baix Llobregat"
159,"081593","Parets del Vallès",NULL,"9.117","41","08",NULL,"201707262100",16413,98,"Vallès Oriental"
160,"081607","Perafita",NULL,"19.6906","24","08",NULL,"201707262100",379,754,"Osona"
161,"081614","Piera","57.1897","57.1897","06","08","20130529","201707262100",12951,324,"Anoia"
162,"081629","els Hostalets de Pierola",NULL,"33.3867","06","08",NULL,"201801011500",2003,361,"Anoia"
163,"081635","Pineda de Mar",NULL,"10.1826","21","08",NULL,"201801011500",25504,10,"Maresme"
164,"081640","el Pla del Penedès",NULL,"9.3895","03","08",NULL,"201707262100",931,216,"Alt Penedès"
165,"081653","la Pobla de Claramunt","18.54","18.54","06","08","20101117","201707262100",2112,265,"Anoia"
166,"081666","la Pobla de Lillet",NULL,"51.5343","14","08",NULL,"201707262100",1327,843,"Berguedà"
167,"081672","Polinyà",NULL,"9.0125","40","08",NULL,"201707262100",6764,123,"Vallès Occidental"
168,"081688","Pontons",NULL,"25.7546","03","08",NULL,"201707262100",498,584,"Alt Penedès"
169,"081691","el Prat de Llobregat",NULL,"33.4594","11","08",NULL,"201707262100",63069,8,"Baix Llobregat"
170,"081705","els Prats de Rei","26.0131","26.0131","06","08","20150429","201707262100",532,608,"Anoia"
171,"081712","Prats de Lluçanès",NULL,"13.543","24","08",NULL,"201707262100",2753,707,"Osona"
172,"081727","Premià de Mar",NULL,"2.1165","21","08",NULL,"201707262100",27860,8,"Maresme"
173,"081748","Puigdàlber",NULL,"0.6239","03","08",NULL,"201707262100",377,239,"Alt Penedès"
174,"081751","Puig-reig",NULL,"45.8626","14","08",NULL,"201707262100",4202,455,"Berguedà"
175,"081764","Pujalt",NULL,"31.5027","06","08",NULL,"201707262100",203,770,"Anoia"
176,"081770","la Quar",NULL,"38.0904","14","08",NULL,"201707262100",61,885,"Berguedà"
177,"081786","Rajadell","45.5254","45.5254","07","08","20170726","201707262100",467,361,"Bages"
178,"081799","Rellinars",NULL,"17.8302","40","08",NULL,"201801011500",653,322,"Vallès Occidental"
179,"081803","Ripollet",NULL,"4.3077","40","08",NULL,"201707262100",35427,79,"Vallès Occidental"
180,"081810","la Roca del Vallès",NULL,"36.8904","41","08",NULL,"201707262100",9418,123,"Vallès Oriental"
181,"081825","el Pont de Vilomara i Rocafort",NULL,"27.3584","07","08",NULL,"201707262100",3310,202,"Bages"
182,"081831","Roda de Ter","2.23","2.23","24","08","20040325","201707262100",5535,443,"Osona"
183,"081846","Rubí",NULL,"32.248","40","08",NULL,"201707262100",70006,123,"Vallès Occidental"
184,"081859","Rubió","48.00","48","06","08","20120620","201707262100",146,629,"Anoia"
185,"081878","Sabadell",NULL,"37.8493","40","08",NULL,"201707262100",200545,190,"Vallès Occidental"
186,"081884","Sagàs",NULL,"44.7662","14","08",NULL,"201707262100",143,738,"Berguedà"
187,"081897","Sant Pere Sallavinera","22.02","22.02","06","08","20101117","201707262100",171,588,"Anoia"
188,"081901","Saldes",NULL,"66.6059","14","08",NULL,"201707262100",326,1215,"Berguedà"
189,"081918","Sallent",NULL,"64.9442","07","08",NULL,"201707262100",7146,278,"Bages"
190,"081923","Santpedor","16.7291","16.7291","07","08","20170726","201707262100",6263,336,"Bages"
191,"081939","Sant Iscle de Vallalta",NULL,"17.869","21","08",NULL,"201707262100",1166,129,"Maresme"
192,"081944","Sant Adrià de Besòs",NULL,"3.7977","13","08",NULL,"201707262100",32585,14,"Barcelonès"
193,"081957","Sant Agustí de Lluçanès","13.5722","13.5722","24","08","20170726","201707262100",107,816,"Osona"
194,"081960","Sant Andreu de la Barca","5.6202","5.6202","11","08","20160727","201707262100",25383,42,"Baix Llobregat"
195,"081976","Sant Andreu de Llavaneres",NULL,"11.8909","21","08",NULL,"201707262100",9463,114,"Maresme"
196,"081982","Sant Antoni de Vilamajor",NULL,"13.8094","41","08",NULL,"201707262100",4877,258,"Vallès Oriental"
197,"081995","Sant Bartomeu del Grau","34.6333","34.6333","24","08","20160505","201707262100",1001,868,"Osona"
198,"082009","Sant Boi de Llobregat",NULL,"21.4276","11","08",NULL,"201707262100",81368,30,"Baix Llobregat"
199,"082016","Sant Boi de Lluçanès",NULL,"20.0492","24","08",NULL,"201707262100",575,813,"Osona"
200,"082021","Sant Celoni",NULL,"65.3138","41","08",NULL,"201707262100",15544,152,"Vallès Oriental"
201,"082037","Sant Cebrià de Vallalta",NULL,"15.4997","21","08",NULL,"201707262100",2873,71,"Maresme"
202,"082042","Sant Climent de Llobregat",NULL,"10.7415","11","08",NULL,"201707262100",3516,87,"Baix Llobregat"
203,"082055","Sant Cugat del Vallès",NULL,"48.2456","40","08",NULL,"201707262100",73774,124,"Vallès Occidental"
204,"082068","Sant Cugat Sesgarrigues",NULL,"6.2822","03","08",NULL,"201707262100",890,266,"Alt Penedès"
205,"082074","Sant Esteve de Palautordera",NULL,"10.6408","41","08",NULL,"201707262100",2079,231,"Vallès Oriental"
206,"082080","Sant Esteve Sesrovires",NULL,"18.5539","11","08",NULL,"201801011500",6590,183,"Baix Llobregat"
207,"082093","Sant Fost de Campsentelles",NULL,"13.1743","41","08",NULL,"201707262100",7409,112,"Vallès Oriental"
208,"082107","Sant Feliu de Codines",NULL,"14.9379","41","08",NULL,"201707262100",5412,480,"Vallès Oriental"
209,"082114","Sant Feliu de Llobregat",NULL,"11.9322","11","08",NULL,"201707262100",42486,25,"Baix Llobregat"
210,"082129","Sant Feliu Sasserra",NULL,"23.0494","07","08",NULL,"201707262100",622,617,"Bages"
211,"082135","Sant Fruitós de Bages",NULL,"22.1324","07","08",NULL,"201707262100",7199,247,"Bages"
212,"082140","Vilassar de Dalt",NULL,"9.0169","21","08",NULL,"201707262100",8334,142,"Maresme"
213,"082153","Sant Hipòlit de Voltregà",NULL,"0.9194","24","08",NULL,"201707262100",3319,536,"Osona"
214,"082166","Sant Jaume de Frontanyà","21.2710","21.271","14","08","20150128","201707262100",32,1072,"Berguedà"
215,"082172","Sant Joan Despí",NULL,"6.2232","11","08",NULL,"201801011500",31485,10,"Baix Llobregat"
216,"082188","Sant Joan de Vilatorrada","16.4246","16.4246","07","08","20170726","201707262100",10362,277,"Bages"
217,"082191","Vilassar de Mar",NULL,"3.9819","21","08",NULL,"201707262100",19051,10,"Maresme"
218,"082205","Sant Julià de Vilatorta",NULL,"16.1658","24","08",NULL,"201707262100",2809,600,"Osona"
219,"082212","Sant Just Desvern",NULL,"7.7765","11","08",NULL,"201707262100",15327,122,"Baix Llobregat"
220,"082227","Sant Llorenç d'Hortons",NULL,"19.6887","03","08",NULL,"201707262100",2126,196,"Alt Penedès"
221,"082233","Sant Llorenç Savall",NULL,"41.285","40","08",NULL,"201801011500",2271,466,"Vallès Occidental"
222,"082248","Sant Martí de Centelles","25.8741","25.8741","24","08","20141022","201707262100",907,406,"Osona"
223,"082251","Sant Martí d'Albars",NULL,"14.7023","24","08",NULL,"201707262100",114,629,"Osona"
224,"082264","Sant Martí de Tous","38.9412","38.9412","06","08","20160727","201707262100",1101,465,"Anoia"
225,"082270","Sant Martí Sarroca",NULL,"35.2443","03","08",NULL,"201707262100",2849,291,"Alt Penedès"
226,"082286","Sant Martí Sesgueioles","3.8636","3.8636","06","08","20131016","201707262100",361,646,"Anoia"
227,"082299","Sant Mateu de Bages","102.1706","102.1706","07","08","20170726","201707262100",661,569,"Bages"
228,"082303","Premià de Dalt",NULL,"6.477","21","08",NULL,"201707262100",9890,142,"Maresme"
229,"082310","Sant Pere de Ribes",NULL,"40.8538","17","08",NULL,"201707262100",26859,44,"Garraf"
230,"082325","Sant Pere de Riudebitlles",NULL,"5.3524","03","08",NULL,"201707262100",2246,246,"Alt Penedès"
231,"082331","Sant Pere de Torelló","54.9573","54.9573","24","08","20140212","201707262100",2264,621,"Osona"
232,"082346","Sant Pere de Vilamajor",NULL,"34.3458","41","08",NULL,"201707262100",3578,305,"Vallès Oriental"
233,"082359","Sant Pol de Mar",NULL,"7.5169","21","08",NULL,"201707262100",4773,15,"Maresme"
234,"082362","Sant Quintí de Mediona",NULL,"13.8001","03","08",NULL,"201707262100",2039,326,"Alt Penedès"
235,"082378","Sant Quirze de Besora","8.1521","8.1521","24","08","20150429","201707262100",2069,587,"Osona"
236,"082384","Sant Quirze del Vallès",NULL,"14.0848","40","08",NULL,"201707262100",17138,188,"Vallès Occidental"
237,"082397","Sant Quirze Safaja",NULL,"25.9971","42","08",NULL,"201801011500",579,627,"Moianès"
238,"082401","Sant Sadurní d'Anoia",NULL,"18.9478","03","08",NULL,"201707262100",11617,162,"Alt Penedès"
239,"082418","Sant Sadurní d'Osormort","30.6645","30.6645","24","08","20160505","201707262100",89,531,"Osona"
240,"082423","Marganell","13.3455","13.3455","07","08","20141022","201707262100",288,291,"Bages"
241,"082439","Santa Cecília de Voltregà",NULL,"8.6088","24","08",NULL,"201707262100",199,519,"Osona"
242,"082444","Santa Coloma de Cervelló",NULL,"7.4156","11","08",NULL,"201801011500",7314,73,"Baix Llobregat"
243,"082457","Santa Coloma de Gramenet",NULL,"7.0351","13","08",NULL,"201707262100",119056,56,"Barcelonès"
244,"082460","Santa Eugènia de Berga","6.9798","6.9798","24","08","20141022","201707262100",2178,538,"Osona"
245,"082476","Santa Eulàlia de Riuprimer","13.8908","13.8908","24","08","20160505","201707262100",926,568,"Osona"
246,"082482","Santa Eulàlia de Ronçana",NULL,"14.1139","41","08",NULL,"201707262100",6111,162,"Vallès Oriental"
247,"082495","Santa Fe del Penedès","3.3760","3.376","03","08","20170726","201707262100",350,240,"Alt Penedès"
248,"082508","Santa Margarida de Montbui","27.6030","27.603","06","08","20160727","201707262100",9715,316,"Anoia"
249,"082515","Santa Margarida i els Monjos",NULL,"17.4416","03","08",NULL,"201707262100",6221,161,"Alt Penedès"
250,"082520","Barberà del Vallès",NULL,"8.2031","40","08",NULL,"201707262100",28633,146,"Vallès Occidental"
251,"082536","Santa Maria de Besora","24.9140","24.914","24","08","20130529","201707262100",187,866,"Osona"
252,"082541","l'Esquirol",NULL,"61.7969","24","08",NULL,"201707262100",2239,693,"Osona"
253,"082554","Santa Maria de Merlès",NULL,"51.3053","14","08",NULL,"201707262100",152,532,"Berguedà"
254,"082567","Santa Maria de Martorelles",NULL,"4.4545","41","08",NULL,"201707262100",788,181,"Vallès Oriental"
255,"082573","Santa Maria de Miralles",NULL,"25.2471","06","08",NULL,"201707262100",128,543,"Anoia"
256,"082589","Santa Maria d'Oló","66.0811","66.0811","42","08","20170726","201707262100",1072,542,"Moianès"
257,"082592","Santa Maria de Palautordera",NULL,"16.9738","41","08",NULL,"201707262100",8099,208,"Vallès Oriental"
258,"082606","Santa Perpètua de Mogoda",NULL,"15.5248","40","08",NULL,"201707262100",21644,74,"Vallès Occidental"
259,"082613","Santa Susanna",NULL,"12.6366","21","08",NULL,"201801011500",2939,10,"Maresme"
260,"082628","Sant Vicenç de Castellet",NULL,"17.2984","07","08",NULL,"201801011500",7835,176,"Bages"
261,"082634","Sant Vicenç dels Horts",NULL,"9.3051","11","08",NULL,"201801011500",27019,22,"Baix Llobregat"
262,"082649","Sant Vicenç de Montalt",NULL,"7.9901","21","08",NULL,"201707262100",5127,143,"Maresme"
263,"082652","Sant Vicenç de Torelló","6.5878","6.5878","24","08","20150730","201707262100",1911,555,"Osona"
264,"082665","Cerdanyola del Vallès",NULL,"30.8307","40","08",NULL,"201707262100",57959,82,"Vallès Occidental"
265,"082671","Sentmenat",NULL,"28.4516","40","08",NULL,"201707262100",7209,207,"Vallès Occidental"
266,"082687","Cercs","47.0173","47.0173","14","08","20160727","201707262100",1333,650,"Berguedà"
267,"082690","Seva",NULL,"30.4659","24","08",NULL,"201707262100",3099,663,"Osona"
268,"082704","Sitges",NULL,"43.9894","17","08",NULL,"201707262100",25642,10,"Garraf"
269,"082711","Sobremunt",NULL,"13.8322","24","08",NULL,"201707262100",102,881,"Osona"
270,"082726","Sora","30.8421","30.8421","24","08","20150429","201707262100",193,716,"Osona"
271,"082732","Subirats",NULL,"55.6078","03","08",NULL,"201707262100",2943,243,"Alt Penedès"
272,"082747","Súria","23.6008","23.6008","07","08","20160505","201707262100",6290,326,"Bages"
273,"082750","Tavèrnoles","18.8823","18.8823","24","08","20160505","201707262100",300,537,"Osona"
274,"082763","Tagamanent","43.4706","43.4706","41","08","20141022","201707262100",282,354,"Vallès Oriental"
275,"082779","Talamanca",NULL,"29.3062","07","08",NULL,"201801011500",134,552,"Bages"
276,"082785","Taradell",NULL,"26.58","24","08",NULL,"201707262100",5764,623,"Osona"
277,"082798","Terrassa",NULL,"70.1858","40","08",NULL,"201801011500",199817,277,"Vallès Occidental"
278,"082802","Tavertet","32.7661","32.7661","24","08","20150730","201707262100",155,869,"Osona"
279,"082819","Teià",NULL,"6.7005","21","08",NULL,"201707262100",5867,128,"Maresme"
280,"082824","Tiana",NULL,"7.8968","21","08",NULL,"201707262100",7305,136,"Maresme"
281,"082830","Tona",NULL,"16.3938","24","08",NULL,"201707262100",7328,596,"Osona"
282,"082845","Tordera",NULL,"84.5765","21","08",NULL,"201801011500",13420,34,"Maresme"
283,"082858","Torelló","13.5064","13.5064","24","08","20150730","201707262100",13269,508,"Osona"
284,"082861","la Torre de Claramunt","14.94","14.94","06","08","20111214","201707262100",3298,363,"Anoia"
285,"082877","Torrelavit",NULL,"23.7561","03","08",NULL,"201707262100",1232,202,"Alt Penedès"
286,"082883","Torrelles de Foix",NULL,"37.0203","03","08",NULL,"201707262100",2252,367,"Alt Penedès"
287,"082896","Torrelles de Llobregat",NULL,"13.5305","11","08",NULL,"201707262100",4861,126,"Baix Llobregat"
288,"082900","Ullastrell",NULL,"7.3494","40","08",NULL,"201707262100",1529,342,"Vallès Occidental"
289,"082917","Vacarisses",NULL,"40.6264","40","08",NULL,"201801011500",5094,382,"Vallès Occidental"
290,"082922","Vallbona d'Anoia","6.43","6.43","06","08","20101215","201707262100",1311,289,"Anoia"
291,"082938","Vallcebre","28.0453","28.0453","14","08","20130529","201707262100",276,1123,"Berguedà"
292,"082943","Vallgorguina",NULL,"22.1274","41","08",NULL,"201707262100",2016,222,"Vallès Oriental"
293,"082956","Vallirana",NULL,"23.8598","11","08",NULL,"201707262100",12928,177,"Baix Llobregat"
294,"082969","Vallromanes",NULL,"10.5693","41","08",NULL,"201707262100",2094,153,"Vallès Oriental"
295,"082975","Veciana","38.9572","38.9572","06","08","20130529","201707262100",167,564,"Anoia"
296,"082981","Vic",NULL,"30.9079","24","08",NULL,"201707262100",38747,484,"Osona"
297,"082994","Vilada",NULL,"22.213","14","08",NULL,"201707262100",516,757,"Berguedà"
298,"083008","Viladecavalls",NULL,"20.0327","40","08",NULL,"201801011500",7036,274,"Vallès Occidental"
299,"083015","Viladecans",NULL,"20.5017","11","08",NULL,"201707262100",61168,18,"Baix Llobregat"
300,"083020","Vilanova del Camí","10.4793","10.4793","06","08","20150429","201707262100",12039,302,"Anoia"
301,"083036","Vilanova de Sau","57.9842","57.9842","24","08","20150730","201707262100",323,558,"Osona"
302,"083041","Vilobí del Penedès",NULL,"9.4021","03","08",NULL,"201707262100",1033,286,"Alt Penedès"
303,"083054","Vilafranca del Penedès",NULL,"19.87","03","08",NULL,"201707262100",36687,223,"Alt Penedès"
304,"083067","Vilalba Sasserra",NULL,"5.8546","41","08",NULL,"201707262100",581,200,"Vallès Oriental"
305,"083073","Vilanova i la Geltrú",NULL,"34.043","17","08",NULL,"201707262100",62826,22,"Garraf"
306,"083089","Viver i Serrateix","67.1703","67.1703","14","08","20160505","201707262100",194,729,"Berguedà"
307,"089019","Rupit i Pruit",NULL,"49.1275","24","08",NULL,"201707262100",339,822,"Osona"
308,"089024","Vilanova del Vallès",NULL,"15.2078","41","08",NULL,"201707262100",3774,91,"Vallès Oriental"
309,"089030","Sant Julià de Cerdanyola",NULL,"11.8468","14","08",NULL,"201801011500",259,954,"Berguedà"
310,"089045","Badia del Vallès","0.93","0.93","40","08","20040325","201707262100",14123,120,"Vallès Occidental"
311,"089058","la Palma de Cervelló","5.3899","5.3899","11","08","20160505","201707262100",2988,100,"Baix Llobregat"
312,"170010","Agullana",NULL,"27.4164","02","17",NULL,"201707262100",756,166,"Alt Empordà"
313,"170025","Aiguaviva",NULL,"13.9839","20","17",NULL,"201707262100",594,169,"Gironès"
314,"170031","Albanyà",NULL,"94.0293","02","17",NULL,"201707262100",137,239,"Alt Empordà"
315,"170046","Albons",NULL,"11.3244","10","17",NULL,"201707262100",620,25,"Baix Empordà"
316,"170059","el Far d'Empordà",NULL,"9.1207","02","17",NULL,"201707262100",483,44,"Alt Empordà"
317,"170062","Alp",NULL,"44.0193","15","17",NULL,"201707262100",1467,1158,"Cerdanya"
318,"170078","Amer","39.8970","39.897","34","17","20150730","201707262100",2258,186,"Selva"
319,"170084","Anglès",NULL,"16.3185","34","17",NULL,"201707262100",5211,181,"Selva"
320,"170097","Arbúcies",NULL,"86.4118","34","17",NULL,"201707262100",6232,291,"Selva"
321,"170101","Argelaguer","12.62","12.62","19","17","20100722","201707262100",418,183,"Garrotxa"
322,"170118","l'Armentera","5.85","5.85","02","17","20120620","201707262100",770,7,"Alt Empordà"
323,"170123","Avinyonet de Puigventós",NULL,"12.3152","02","17",NULL,"201707262100",1241,70,"Alt Empordà"
324,"170139","Begur","20.84","20.84","10","17","20111214","201707262100",4076,200,"Baix Empordà"
325,"170144","la Vajol",NULL,"4.788","02","17",NULL,"201707262100",101,546,"Alt Empordà"
326,"170157","Banyoles","11.01","11.01","28","17","20100722","201707262100",17309,172,"Pla de l'Estany"
327,"170160","Bàscara",NULL,"16.8768","02","17",NULL,"201707262100",900,66,"Alt Empordà"
328,"170182","Bellcaire d'Empordà",NULL,"12.5935","10","17",NULL,"201707262100",672,35,"Baix Empordà"
329,"170195","Besalú","4.69","4.69","19","17","20101117","201707262100",2257,151,"Garrotxa"
330,"170209","Bescanó","36.0286","36.0286","20","17","20160505","201707262100",3859,102,"Gironès"
331,"170216","Beuda","36.1713","36.1713","19","17","20160505","201707262100",164,338,"Garrotxa"
332,"170221","la Bisbal d'Empordà","20.7204","20.7204","10","17","20160727","201707262100",9261,39,"Baix Empordà"
333,"170237","Blanes","17.70","17.7","34","17","20111214","201707262100",37819,13,"Selva"
334,"170242","Bolvir",NULL,"10.8893","15","17",NULL,"201707262100",295,1145,"Cerdanya"
335,"170255","Bordils","6.9876","6.9876","20","17","20140212","201707262100",1554,42,"Gironès"
336,"170268","Borrassà",NULL,"9.4888","02","17",NULL,"201707262100",614,73,"Alt Empordà"
337,"170274","Breda",NULL,"5.0153","34","17",NULL,"201707262100",3685,169,"Selva"
338,"170280","Brunyola",NULL,"36.8435","34","17",NULL,"201707262100",362,247,"Selva"
339,"170293","Boadella i les Escaules",NULL,"10.6877","02","17",NULL,"201707262100",230,82,"Alt Empordà"
340,"170307","Cabanes",NULL,"14.9918","02","17",NULL,"201707262100",917,26,"Alt Empordà"
341,"170314","Cabanelles","55.9924","55.9924","02","17","20160505","201707262100",240,194,"Alt Empordà"
342,"170329","Cadaqués",NULL,"26.3715","02","17",NULL,"201707262100",2922,23,"Alt Empordà"
